user,item,rating,names
47,41,5.0,Molten Chocolate Cake
47,42,5.0,Crêpes
47,43,5.0,Pancakes
47,44,3.0,Shawarma
47,45,5.0,Tiramisù
47,46,2.0,Shish Tawook
47,47,5.0,Bruschetta 
47,48,5.0,Spring Rolls
47,49,4.0,Fajitas
47,50,1.0,Lentil Soup
47,51,1.0,Fasoolia
47,52,3.0,Loubye
47,53,3.0,Omelette
47,54,5.0,Avocado Toast
47,55,1.0,Salmon Tartare
47,56,3.0,Guacamole
47,57,4.0,Garlic Bread
47,59,4.0,Roasted Cauliflower
47,60,2.0,Muffins
47,61,2.0,Custard
47,62,5.0,Banana Bread
47,63,3.0,Scrambled Eggs
48,2,5.0,Pasta with Tomato Sauce
48,5,2.0,Steak
48,9,5.0,Escalope
48,10,5.0,Tuna Sandwich 
48,11,5.0,Ravioli
48,14,5.0,Chocolate Tart
48,19,5.0,Tacos
48,22,5.0,Tortillas
48,23,5.0,Brownies
48,28,5.0,Risotto
48,31,5.0,Chicken Strips
48,33,5.0,Mashed Potatoes
48,35,5.0,Doughnut
48,36,5.0,Pain Perdu
48,38,5.0,Lazy Cake
48,40,5.0,Macarons
48,41,5.0,Molten Chocolate Cake
48,46,5.0,Shish Tawook
48,50,4.0,Lentil Soup
48,51,5.0,Fasoolia
48,52,5.0,Loubye
48,53,5.0,Omelette
48,55,5.0,Salmon Tartare
48,57,5.0,Garlic Bread
48,58,5.0,Eggplant Parmigiana
48,59,5.0,Roasted Cauliflower
49,1,5.0,Pesto Pasta
49,2,3.0,Pasta with Tomato Sauce
49,3,3.0,Hamburger
49,4,5.0,Pizza Margherita
49,5,4.0,Steak
49,6,4.0,Chicken Burger
49,7,3.0,Fish Filet
49,8,5.0,Grilled Chicken with Vegetables 
49,9,5.0,Escalope
49,10,4.0,Tuna Sandwich 
49,11,4.0,Ravioli
49,12,5.0,Quesadillas
49,13,1.0,Grilled Shrimps
49,14,5.0,Chocolate Tart
49,15,5.0,Lasagna
49,17,5.0,Croissants
49,18,5.0,Mozzarella Sticks
49,19,5.0,Tacos
49,20,2.0,Ramen Noodles
49,21,5.0,Sushi
49,22,5.0,Tortillas
49,23,5.0,Brownies
49,24,1.0,Pepperoni Pizza
49,27,3.0,Paella
49,28,2.0,Risotto
49,29,5.0,Ceasar Salad
49,30,4.0,Pasta Salad
49,31,5.0,Chicken Strips
49,32,5.0,French Fries
49,33,5.0,Mashed Potatoes
49,34,5.0,Riz 3a Djej
49,35,5.0,Doughnut
49,36,5.0,Pain Perdu
49,37,5.0,Cookies
49,38,5.0,Lazy Cake
49,39,4.0,Apple Pie
49,40,4.0,Macarons
49,41,5.0,Molten Chocolate Cake
49,42,5.0,Crêpes
49,43,5.0,Pancakes
49,44,5.0,Shawarma
49,45,5.0,Tiramisù
49,46,5.0,Shish Tawook
49,47,4.0,Bruschetta 
49,48,3.0,Spring Rolls
49,49,5.0,Fajitas
49,51,3.0,Fasoolia
49,53,3.0,Omelette
49,54,5.0,Avocado Toast
49,56,5.0,Guacamole
49,57,5.0,Garlic Bread
49,60,5.0,Muffins
49,61,5.0,Custard
49,63,4.0,Scrambled Eggs
50,1,5.0,Pesto Pasta
50,2,5.0,Pasta with Tomato Sauce
50,3,5.0,Hamburger
50,4,5.0,Pizza Margherita
50,5,5.0,Steak
50,6,5.0,Chicken Burger
50,7,5.0,Fish Filet
50,8,5.0,Grilled Chicken with Vegetables 
50,9,5.0,Escalope
50,10,4.0,Tuna Sandwich 
50,12,5.0,Quesadillas
50,13,5.0,Grilled Shrimps
50,14,5.0,Chocolate Tart
50,15,4.0,Lasagna
50,16,4.0,Biryani
50,17,5.0,Croissants
50,18,5.0,Mozzarella Sticks
50,19,5.0,Tacos
50,20,5.0,Ramen Noodles
50,21,4.0,Sushi
50,22,5.0,Tortillas
50,23,5.0,Brownies
50,24,5.0,Pepperoni Pizza
50,25,4.0,Mloukhiyeh
50,26,5.0,Falafel
50,27,5.0,Paella
50,29,4.0,Ceasar Salad
50,30,4.0,Pasta Salad
50,31,5.0,Chicken Strips
50,32,5.0,French Fries
50,33,5.0,Mashed Potatoes
50,34,5.0,Riz 3a Djej
50,35,4.0,Doughnut
50,36,5.0,Pain Perdu
50,37,5.0,Cookies
50,38,5.0,Lazy Cake
50,39,4.0,Apple Pie
50,40,5.0,Macarons
50,41,5.0,Molten Chocolate Cake
50,42,5.0,Crêpes
50,43,5.0,Pancakes
50,44,5.0,Shawarma
50,45,5.0,Tiramisù
50,46,5.0,Shish Tawook
50,47,4.0,Bruschetta 
50,48,4.0,Spring Rolls
50,49,5.0,Fajitas
50,50,3.0,Lentil Soup
50,51,4.0,Fasoolia
50,52,1.0,Loubye
50,53,4.0,Omelette
50,54,3.0,Avocado Toast
50,55,4.0,Salmon Tartare
50,56,4.0,Guacamole
50,57,5.0,Garlic Bread
50,58,3.0,Eggplant Parmigiana
50,59,3.0,Roasted Cauliflower
50,60,5.0,Muffins
50,61,5.0,Custard
50,62,5.0,Banana Bread
50,63,5.0,Scrambled Eggs
51,1,5.0,Pesto Pasta
51,2,3.0,Pasta with Tomato Sauce
51,3,3.0,Hamburger
51,4,5.0,Pizza Margherita
51,5,5.0,Steak
51,6,3.0,Chicken Burger
51,7,3.0,Fish Filet
51,8,5.0,Grilled Chicken with Vegetables 
51,9,1.0,Escalope
51,10,3.0,Tuna Sandwich 
51,11,2.0,Ravioli
51,12,5.0,Quesadillas
51,13,4.0,Grilled Shrimps
51,14,5.0,Chocolate Tart
51,15,5.0,Lasagna
51,16,5.0,Biryani
51,17,4.0,Croissants
51,18,2.0,Mozzarella Sticks
51,19,5.0,Tacos
51,20,2.0,Ramen Noodles
51,21,5.0,Sushi
51,22,5.0,Tortillas
51,23,5.0,Brownies
51,24,5.0,Pepperoni Pizza
51,25,3.0,Mloukhiyeh
51,26,1.0,Falafel
51,27,2.0,Paella
51,28,3.0,Risotto
51,29,2.0,Ceasar Salad
51,30,5.0,Pasta Salad
51,31,5.0,Chicken Strips
51,32,5.0,French Fries
51,33,3.0,Mashed Potatoes
51,34,5.0,Riz 3a Djej
51,35,2.0,Doughnut
51,36,4.0,Pain Perdu
51,37,5.0,Cookies
51,38,2.0,Lazy Cake
51,39,5.0,Apple Pie
51,40,2.0,Macarons
51,41,4.0,Molten Chocolate Cake
51,42,1.0,Crêpes
51,43,2.0,Pancakes
51,44,5.0,Shawarma
51,45,2.0,Tiramisù
51,46,5.0,Shish Tawook
51,47,5.0,Bruschetta 
51,48,2.0,Spring Rolls
51,49,5.0,Fajitas
51,50,2.0,Lentil Soup
51,51,5.0,Fasoolia
51,52,1.0,Loubye
51,53,4.0,Omelette
51,54,3.0,Avocado Toast
51,56,4.0,Guacamole
51,57,2.0,Garlic Bread
51,58,4.0,Eggplant Parmigiana
51,59,2.0,Roasted Cauliflower
51,60,2.0,Muffins
51,61,3.0,Custard
51,62,5.0,Banana Bread
51,63,5.0,Scrambled Eggs
52,1,5.0,Pesto Pasta
52,2,4.0,Pasta with Tomato Sauce
52,3,5.0,Hamburger
52,4,4.0,Pizza Margherita
52,5,5.0,Steak
52,6,5.0,Chicken Burger
52,7,3.0,Fish Filet
52,8,4.0,Grilled Chicken with Vegetables 
52,9,5.0,Escalope
52,10,4.0,Tuna Sandwich 
52,11,3.0,Ravioli
52,12,5.0,Quesadillas
52,13,5.0,Grilled Shrimps
52,14,3.0,Chocolate Tart
52,15,4.0,Lasagna
52,16,3.0,Biryani
52,17,4.0,Croissants
52,18,5.0,Mozzarella Sticks
52,19,5.0,Tacos
52,20,4.0,Ramen Noodles
52,21,5.0,Sushi
52,22,5.0,Tortillas
52,23,4.0,Brownies
52,24,4.0,Pepperoni Pizza
52,25,4.0,Mloukhiyeh
52,26,3.0,Falafel
52,27,3.0,Paella
52,28,4.0,Risotto
52,29,3.0,Ceasar Salad
52,30,4.0,Pasta Salad
52,31,5.0,Chicken Strips
52,32,5.0,French Fries
52,33,4.0,Mashed Potatoes
52,34,4.0,Riz 3a Djej
52,35,5.0,Doughnut
52,36,4.0,Pain Perdu
52,37,4.0,Cookies
52,38,3.0,Lazy Cake
52,39,5.0,Apple Pie
52,40,3.0,Macarons
52,41,3.0,Molten Chocolate Cake
52,42,5.0,Crêpes
52,43,4.0,Pancakes
52,44,5.0,Shawarma
52,45,3.0,Tiramisù
52,46,5.0,Shish Tawook
52,47,4.0,Bruschetta 
52,48,5.0,Spring Rolls
52,49,5.0,Fajitas
52,50,3.0,Lentil Soup
52,51,3.0,Fasoolia
52,52,4.0,Loubye
52,53,4.0,Omelette
52,54,4.0,Avocado Toast
52,55,5.0,Salmon Tartare
52,56,5.0,Guacamole
52,57,5.0,Garlic Bread
52,58,2.0,Eggplant Parmigiana
52,59,3.0,Roasted Cauliflower
52,60,4.0,Muffins
52,61,2.0,Custard
52,62,5.0,Banana Bread
52,63,4.0,Scrambled Eggs
53,1,5.0,Pesto Pasta
53,2,4.0,Pasta with Tomato Sauce
53,3,3.0,Hamburger
53,4,4.0,Pizza Margherita
53,5,2.0,Steak
53,6,3.0,Chicken Burger
53,7,3.0,Fish Filet
53,8,2.0,Grilled Chicken with Vegetables 
53,9,3.0,Escalope
53,10,4.0,Tuna Sandwich 
53,11,2.0,Ravioli
53,12,3.0,Quesadillas
53,13,5.0,Grilled Shrimps
53,14,2.0,Chocolate Tart
53,15,5.0,Lasagna
53,17,3.0,Croissants
53,18,3.0,Mozzarella Sticks
53,19,3.0,Tacos
53,20,5.0,Ramen Noodles
53,21,5.0,Sushi
53,22,3.0,Tortillas
53,23,5.0,Brownies
53,24,2.0,Pepperoni Pizza
53,25,5.0,Mloukhiyeh
53,26,5.0,Falafel
53,27,5.0,Paella
53,28,5.0,Risotto
53,29,4.0,Ceasar Salad
53,30,5.0,Pasta Salad
53,31,2.0,Chicken Strips
53,32,3.0,French Fries
53,33,1.0,Mashed Potatoes
53,34,4.0,Riz 3a Djej
53,35,3.0,Doughnut
53,36,5.0,Pain Perdu
53,37,4.0,Cookies
53,38,3.0,Lazy Cake
53,39,2.0,Apple Pie
53,40,3.0,Macarons
53,41,5.0,Molten Chocolate Cake
53,42,3.0,Crêpes
53,43,5.0,Pancakes
53,44,2.0,Shawarma
53,45,4.0,Tiramisù
53,46,2.0,Shish Tawook
53,48,5.0,Spring Rolls
53,49,3.0,Fajitas
53,50,2.0,Lentil Soup
53,51,2.0,Fasoolia
53,52,2.0,Loubye
53,53,4.0,Omelette
53,54,1.0,Avocado Toast
53,56,1.0,Guacamole
53,57,4.0,Garlic Bread
53,59,5.0,Roasted Cauliflower
53,60,5.0,Muffins
53,61,2.0,Custard
53,62,3.0,Banana Bread
53,63,3.0,Scrambled Eggs
54,1,5.0,Pesto Pasta
54,2,5.0,Pasta with Tomato Sauce
54,3,3.0,Hamburger
54,4,5.0,Pizza Margherita
54,5,5.0,Steak
54,6,4.0,Chicken Burger
54,8,5.0,Grilled Chicken with Vegetables 
54,9,3.0,Escalope
54,12,5.0,Quesadillas
54,14,4.0,Chocolate Tart
54,15,5.0,Lasagna
54,17,3.0,Croissants
54,18,5.0,Mozzarella Sticks
54,19,5.0,Tacos
54,20,5.0,Ramen Noodles
54,22,5.0,Tortillas
54,23,4.0,Brownies
54,24,5.0,Pepperoni Pizza
54,25,4.0,Mloukhiyeh
54,26,5.0,Falafel
54,27,3.0,Paella
54,28,4.0,Risotto
54,29,5.0,Ceasar Salad
54,30,5.0,Pasta Salad
54,31,3.0,Chicken Strips
54,32,5.0,French Fries
54,33,2.0,Mashed Potatoes
54,34,4.0,Riz 3a Djej
54,35,5.0,Doughnut
54,36,5.0,Pain Perdu
54,37,5.0,Cookies
54,38,3.0,Lazy Cake
54,39,5.0,Apple Pie
54,40,5.0,Macarons
54,41,1.0,Molten Chocolate Cake
54,42,2.0,Crêpes
54,43,5.0,Pancakes
54,44,3.0,Shawarma
54,45,3.0,Tiramisù
54,46,4.0,Shish Tawook
54,47,2.0,Bruschetta 
54,48,5.0,Spring Rolls
54,49,4.0,Fajitas
54,50,5.0,Lentil Soup
54,52,4.0,Loubye
54,53,3.0,Omelette
54,54,2.0,Avocado Toast
54,56,3.0,Guacamole
54,57,3.0,Garlic Bread
54,59,3.0,Roasted Cauliflower
54,60,2.0,Muffins
54,61,4.0,Custard
54,62,3.0,Banana Bread
54,63,3.0,Scrambled Eggs
55,1,5.0,Pesto Pasta
55,2,5.0,Pasta with Tomato Sauce
55,3,5.0,Hamburger
55,4,5.0,Pizza Margherita
55,5,3.0,Steak
55,6,5.0,Chicken Burger
55,8,5.0,Grilled Chicken with Vegetables 
55,9,5.0,Escalope
55,10,3.0,Tuna Sandwich 
55,11,4.0,Ravioli
55,12,5.0,Quesadillas
55,14,4.0,Chocolate Tart
55,15,5.0,Lasagna
55,16,5.0,Biryani
55,17,3.0,Croissants
55,18,5.0,Mozzarella Sticks
55,19,5.0,Tacos
55,20,5.0,Ramen Noodles
55,21,3.0,Sushi
55,22,4.0,Tortillas
55,23,5.0,Brownies
55,24,5.0,Pepperoni Pizza
55,25,2.0,Mloukhiyeh
55,26,4.0,Falafel
55,27,2.0,Paella
55,28,3.0,Risotto
55,29,4.0,Ceasar Salad
55,30,4.0,Pasta Salad
55,31,5.0,Chicken Strips
55,32,5.0,French Fries
55,33,5.0,Mashed Potatoes
55,34,4.0,Riz 3a Djej
55,35,3.0,Doughnut
55,36,2.0,Pain Perdu
55,37,5.0,Cookies
55,38,3.0,Lazy Cake
55,39,3.0,Apple Pie
55,40,3.0,Macarons
55,41,5.0,Molten Chocolate Cake
55,42,3.0,Crêpes
55,43,2.0,Pancakes
55,44,5.0,Shawarma
55,45,2.0,Tiramisù
55,46,5.0,Shish Tawook
55,47,4.0,Bruschetta 
55,48,4.0,Spring Rolls
55,49,5.0,Fajitas
55,50,4.0,Lentil Soup
55,51,3.0,Fasoolia
55,52,3.0,Loubye
55,53,4.0,Omelette
55,54,4.0,Avocado Toast
55,56,4.0,Guacamole
55,57,4.0,Garlic Bread
55,58,1.0,Eggplant Parmigiana
55,59,3.0,Roasted Cauliflower
55,60,3.0,Muffins
55,61,4.0,Custard
55,62,1.0,Banana Bread
55,63,4.0,Scrambled Eggs
56,1,4.0,Pesto Pasta
56,2,3.0,Pasta with Tomato Sauce
56,3,5.0,Hamburger
56,4,4.0,Pizza Margherita
56,5,4.0,Steak
56,6,5.0,Chicken Burger
56,7,3.0,Fish Filet
56,8,3.0,Grilled Chicken with Vegetables 
56,9,5.0,Escalope
56,10,1.0,Tuna Sandwich 
56,11,3.0,Ravioli
56,12,5.0,Quesadillas
56,13,2.0,Grilled Shrimps
56,14,3.0,Chocolate Tart
56,15,4.0,Lasagna
56,16,3.0,Biryani
56,17,4.0,Croissants
56,18,5.0,Mozzarella Sticks
56,19,5.0,Tacos
56,20,2.0,Ramen Noodles
56,21,5.0,Sushi
56,22,4.0,Tortillas
56,23,5.0,Brownies
56,24,4.0,Pepperoni Pizza
56,25,4.0,Mloukhiyeh
56,26,4.0,Falafel
56,27,2.0,Paella
56,28,1.0,Risotto
56,29,4.0,Ceasar Salad
56,30,3.0,Pasta Salad
56,31,5.0,Chicken Strips
56,32,5.0,French Fries
56,33,1.0,Mashed Potatoes
56,34,3.0,Riz 3a Djej
56,35,4.0,Doughnut
56,36,5.0,Pain Perdu
56,37,5.0,Cookies
56,38,4.0,Lazy Cake
56,39,2.0,Apple Pie
56,40,3.0,Macarons
56,41,4.0,Molten Chocolate Cake
56,42,5.0,Crêpes
56,43,5.0,Pancakes
56,44,4.0,Shawarma
56,45,2.0,Tiramisù
56,46,4.0,Shish Tawook
56,47,4.0,Bruschetta 
56,48,4.0,Spring Rolls
56,49,5.0,Fajitas
56,50,1.0,Lentil Soup
56,51,2.0,Fasoolia
56,52,3.0,Loubye
56,53,3.0,Omelette
56,54,3.0,Avocado Toast
56,56,5.0,Guacamole
56,57,4.0,Garlic Bread
56,58,1.0,Eggplant Parmigiana
56,59,1.0,Roasted Cauliflower
56,60,3.0,Muffins
56,61,3.0,Custard
56,63,3.0,Scrambled Eggs
57,1,5.0,Pesto Pasta
57,2,5.0,Pasta with Tomato Sauce
57,3,5.0,Hamburger
57,4,5.0,Pizza Margherita
57,5,5.0,Steak
57,6,4.0,Chicken Burger
57,7,5.0,Fish Filet
57,8,5.0,Grilled Chicken with Vegetables 
57,9,5.0,Escalope
57,10,5.0,Tuna Sandwich 
57,11,5.0,Ravioli
57,12,5.0,Quesadillas
57,13,5.0,Grilled Shrimps
57,14,5.0,Chocolate Tart
57,15,5.0,Lasagna
57,16,5.0,Biryani
57,17,5.0,Croissants
57,18,5.0,Mozzarella Sticks
57,19,5.0,Tacos
57,20,5.0,Ramen Noodles
57,21,5.0,Sushi
57,22,5.0,Tortillas
57,23,5.0,Brownies
57,24,5.0,Pepperoni Pizza
57,25,4.0,Mloukhiyeh
57,26,5.0,Falafel
57,27,5.0,Paella
57,28,4.0,Risotto
57,29,5.0,Ceasar Salad
57,30,5.0,Pasta Salad
57,31,5.0,Chicken Strips
57,32,5.0,French Fries
57,33,5.0,Mashed Potatoes
57,34,5.0,Riz 3a Djej
57,35,5.0,Doughnut
57,36,5.0,Pain Perdu
57,37,5.0,Cookies
57,38,5.0,Lazy Cake
57,39,5.0,Apple Pie
57,40,5.0,Macarons
57,41,5.0,Molten Chocolate Cake
57,42,5.0,Crêpes
57,43,5.0,Pancakes
57,44,5.0,Shawarma
57,45,5.0,Tiramisù
57,46,4.0,Shish Tawook
57,47,5.0,Bruschetta 
57,48,5.0,Spring Rolls
57,49,5.0,Fajitas
57,50,5.0,Lentil Soup
57,51,4.0,Fasoolia
57,52,4.0,Loubye
57,53,5.0,Omelette
57,54,4.0,Avocado Toast
57,55,5.0,Salmon Tartare
57,56,5.0,Guacamole
57,57,5.0,Garlic Bread
57,58,5.0,Eggplant Parmigiana
57,59,4.0,Roasted Cauliflower
57,60,5.0,Muffins
57,61,5.0,Custard
57,62,1.0,Banana Bread
57,63,5.0,Scrambled Eggs
58,1,2.0,Pesto Pasta
58,2,3.0,Pasta with Tomato Sauce
58,3,4.0,Hamburger
58,4,5.0,Pizza Margherita
58,5,5.0,Steak
58,6,4.0,Chicken Burger
58,8,5.0,Grilled Chicken with Vegetables 
58,9,3.0,Escalope
58,10,3.0,Tuna Sandwich 
58,11,4.0,Ravioli
58,12,5.0,Quesadillas
58,13,3.0,Grilled Shrimps
58,14,5.0,Chocolate Tart
58,15,4.0,Lasagna
58,16,5.0,Biryani
58,17,3.0,Croissants
58,18,5.0,Mozzarella Sticks
58,19,4.0,Tacos
58,20,5.0,Ramen Noodles
58,21,4.0,Sushi
58,22,2.0,Tortillas
58,23,5.0,Brownies
58,24,4.0,Pepperoni Pizza
58,25,3.0,Mloukhiyeh
58,26,4.0,Falafel
58,27,5.0,Paella
58,28,2.0,Risotto
58,29,2.0,Ceasar Salad
58,30,2.0,Pasta Salad
58,31,3.0,Chicken Strips
58,32,4.0,French Fries
58,33,5.0,Mashed Potatoes
58,34,4.0,Riz 3a Djej
58,35,4.0,Doughnut
58,36,5.0,Pain Perdu
58,37,3.0,Cookies
58,38,3.0,Lazy Cake
58,39,3.0,Apple Pie
58,40,2.0,Macarons
58,41,5.0,Molten Chocolate Cake
58,42,4.0,Crêpes
58,43,3.0,Pancakes
58,44,4.0,Shawarma
58,45,5.0,Tiramisù
58,46,5.0,Shish Tawook
58,47,3.0,Bruschetta 
58,48,2.0,Spring Rolls
58,49,3.0,Fajitas
58,50,3.0,Lentil Soup
58,51,2.0,Fasoolia
58,53,5.0,Omelette
58,56,3.0,Guacamole
58,57,5.0,Garlic Bread
58,59,3.0,Roasted Cauliflower
58,60,3.0,Muffins
58,61,2.0,Custard
58,63,3.0,Scrambled Eggs
59,5,5.0,Steak
59,7,5.0,Fish Filet
59,8,5.0,Grilled Chicken with Vegetables 
59,9,5.0,Escalope
59,13,5.0,Grilled Shrimps
59,18,5.0,Mozzarella Sticks
59,25,5.0,Mloukhiyeh
59,29,5.0,Ceasar Salad
59,31,5.0,Chicken Strips
59,44,5.0,Shawarma
59,45,5.0,Tiramisù
59,46,5.0,Shish Tawook
59,49,5.0,Fajitas
59,50,5.0,Lentil Soup
59,51,5.0,Fasoolia
59,52,5.0,Loubye
59,53,5.0,Omelette
59,54,5.0,Avocado Toast
59,55,5.0,Salmon Tartare
59,56,5.0,Guacamole
59,58,5.0,Eggplant Parmigiana
59,59,5.0,Roasted Cauliflower
59,61,5.0,Custard
59,63,5.0,Scrambled Eggs
60,1,5.0,Pesto Pasta
60,2,4.0,Pasta with Tomato Sauce
60,3,5.0,Hamburger
60,4,5.0,Pizza Margherita
60,5,5.0,Steak
60,6,5.0,Chicken Burger
60,7,5.0,Fish Filet
60,8,5.0,Grilled Chicken with Vegetables 
60,9,5.0,Escalope
60,10,4.0,Tuna Sandwich 
60,11,5.0,Ravioli
60,12,5.0,Quesadillas
60,13,5.0,Grilled Shrimps
60,14,5.0,Chocolate Tart
60,15,5.0,Lasagna
60,17,5.0,Croissants
60,18,5.0,Mozzarella Sticks
60,19,5.0,Tacos
60,20,5.0,Ramen Noodles
60,21,5.0,Sushi
60,22,5.0,Tortillas
60,23,5.0,Brownies
60,24,5.0,Pepperoni Pizza
60,25,5.0,Mloukhiyeh
60,26,5.0,Falafel
60,27,4.0,Paella
60,28,5.0,Risotto
60,29,5.0,Ceasar Salad
60,30,5.0,Pasta Salad
60,31,5.0,Chicken Strips
60,32,5.0,French Fries
60,33,5.0,Mashed Potatoes
60,34,5.0,Riz 3a Djej
60,35,3.0,Doughnut
60,36,5.0,Pain Perdu
60,37,5.0,Cookies
60,38,5.0,Lazy Cake
60,39,5.0,Apple Pie
60,40,3.0,Macarons
60,41,5.0,Molten Chocolate Cake
60,42,5.0,Crêpes
60,43,5.0,Pancakes
60,44,5.0,Shawarma
60,45,5.0,Tiramisù
60,46,5.0,Shish Tawook
60,47,5.0,Bruschetta 
60,48,3.0,Spring Rolls
60,49,5.0,Fajitas
60,50,1.0,Lentil Soup
60,51,5.0,Fasoolia
60,52,5.0,Loubye
60,53,4.0,Omelette
60,54,5.0,Avocado Toast
60,55,5.0,Salmon Tartare
60,56,5.0,Guacamole
60,57,5.0,Garlic Bread
60,58,5.0,Eggplant Parmigiana
60,59,5.0,Roasted Cauliflower
60,60,5.0,Muffins
60,61,5.0,Custard
60,62,2.0,Banana Bread
60,63,3.0,Scrambled Eggs
61,3,3.0,Hamburger
61,4,2.0,Pizza Margherita
61,13,5.0,Grilled Shrimps
61,20,2.0,Ramen Noodles
61,31,5.0,Chicken Strips
61,58,4.0,Eggplant Parmigiana
61,61,5.0,Custard
62,1,5.0,Pesto Pasta
62,2,5.0,Pasta with Tomato Sauce
62,3,5.0,Hamburger
62,4,5.0,Pizza Margherita
62,5,5.0,Steak
62,6,5.0,Chicken Burger
62,7,5.0,Fish Filet
62,8,5.0,Grilled Chicken with Vegetables 
62,9,5.0,Escalope
62,10,4.0,Tuna Sandwich 
62,11,3.0,Ravioli
62,12,5.0,Quesadillas
62,13,3.0,Grilled Shrimps
62,14,3.0,Chocolate Tart
62,15,5.0,Lasagna
62,16,5.0,Biryani
62,17,4.0,Croissants
62,18,5.0,Mozzarella Sticks
62,19,5.0,Tacos
62,20,5.0,Ramen Noodles
62,21,3.0,Sushi
62,22,5.0,Tortillas
62,23,4.0,Brownies
62,24,4.0,Pepperoni Pizza
62,25,5.0,Mloukhiyeh
62,26,3.0,Falafel
62,28,3.0,Risotto
62,29,5.0,Ceasar Salad
62,30,5.0,Pasta Salad
62,31,5.0,Chicken Strips
62,32,5.0,French Fries
62,33,5.0,Mashed Potatoes
62,34,5.0,Riz 3a Djej
62,35,5.0,Doughnut
62,36,5.0,Pain Perdu
62,37,5.0,Cookies
62,38,3.0,Lazy Cake
62,39,3.0,Apple Pie
62,40,3.0,Macarons
62,42,5.0,Crêpes
62,43,5.0,Pancakes
62,44,5.0,Shawarma
62,45,3.0,Tiramisù
62,46,5.0,Shish Tawook
62,47,3.0,Bruschetta 
62,48,3.0,Spring Rolls
62,49,5.0,Fajitas
62,50,3.0,Lentil Soup
62,51,5.0,Fasoolia
62,52,3.0,Loubye
62,53,5.0,Omelette
62,54,4.0,Avocado Toast
62,55,3.0,Salmon Tartare
62,56,4.0,Guacamole
62,57,5.0,Garlic Bread
62,59,1.0,Roasted Cauliflower
62,60,4.0,Muffins
62,63,5.0,Scrambled Eggs
63,1,5.0,Pesto Pasta
63,4,5.0,Pizza Margherita
63,9,5.0,Escalope
63,15,3.0,Lasagna
63,16,5.0,Biryani
63,19,4.0,Tacos
63,26,5.0,Falafel
63,29,2.0,Ceasar Salad
63,31,5.0,Chicken Strips
63,32,5.0,French Fries
63,33,4.0,Mashed Potatoes
63,34,5.0,Riz 3a Djej
63,38,5.0,Lazy Cake
63,39,4.0,Apple Pie
63,40,1.0,Macarons
63,42,5.0,Crêpes
63,44,5.0,Shawarma
63,46,5.0,Shish Tawook
63,48,4.0,Spring Rolls
63,51,4.0,Fasoolia
63,55,2.0,Salmon Tartare
63,58,3.0,Eggplant Parmigiana
63,60,5.0,Muffins
63,62,1.0,Banana Bread
64,1,3.0,Pesto Pasta
64,2,2.0,Pasta with Tomato Sauce
64,3,4.0,Hamburger
64,4,3.0,Pizza Margherita
64,5,4.0,Steak
64,6,4.0,Chicken Burger
64,7,3.0,Fish Filet
64,8,4.0,Grilled Chicken with Vegetables 
64,9,3.0,Escalope
64,10,2.0,Tuna Sandwich 
64,11,3.0,Ravioli
64,12,4.0,Quesadillas
64,13,4.0,Grilled Shrimps
64,14,3.0,Chocolate Tart
64,15,3.0,Lasagna
64,16,3.0,Biryani
64,17,5.0,Croissants
64,18,3.0,Mozzarella Sticks
64,19,5.0,Tacos
64,20,3.0,Ramen Noodles
64,21,5.0,Sushi
64,22,3.0,Tortillas
64,23,4.0,Brownies
64,24,3.0,Pepperoni Pizza
64,25,2.0,Mloukhiyeh
64,26,1.0,Falafel
64,27,4.0,Paella
64,28,4.0,Risotto
64,29,4.0,Ceasar Salad
64,30,3.0,Pasta Salad
64,31,3.0,Chicken Strips
64,32,5.0,French Fries
64,33,2.0,Mashed Potatoes
64,34,3.0,Riz 3a Djej
64,35,3.0,Doughnut
64,36,4.0,Pain Perdu
64,37,3.0,Cookies
64,38,2.0,Lazy Cake
64,39,3.0,Apple Pie
64,40,5.0,Macarons
64,41,3.0,Molten Chocolate Cake
64,42,4.0,Crêpes
64,43,3.0,Pancakes
64,44,4.0,Shawarma
64,45,4.0,Tiramisù
64,46,4.0,Shish Tawook
64,47,4.0,Bruschetta 
64,48,4.0,Spring Rolls
64,49,4.0,Fajitas
64,50,2.0,Lentil Soup
64,51,2.0,Fasoolia
64,52,1.0,Loubye
64,53,2.0,Omelette
64,54,3.0,Avocado Toast
64,55,5.0,Salmon Tartare
64,56,4.0,Guacamole
64,57,4.0,Garlic Bread
64,58,1.0,Eggplant Parmigiana
64,59,3.0,Roasted Cauliflower
64,60,3.0,Muffins
64,61,2.0,Custard
64,62,3.0,Banana Bread
64,63,3.0,Scrambled Eggs
65,1,5.0,Pesto Pasta
65,2,5.0,Pasta with Tomato Sauce
65,3,3.0,Hamburger
65,4,4.0,Pizza Margherita
65,6,3.0,Chicken Burger
65,7,4.0,Fish Filet
65,8,3.0,Grilled Chicken with Vegetables 
65,9,4.0,Escalope
65,10,4.0,Tuna Sandwich 
65,11,4.0,Ravioli
65,12,5.0,Quesadillas
65,13,5.0,Grilled Shrimps
65,15,5.0,Lasagna
65,16,4.0,Biryani
65,17,2.0,Croissants
65,18,3.0,Mozzarella Sticks
65,19,4.0,Tacos
65,20,4.0,Ramen Noodles
65,21,5.0,Sushi
65,22,3.0,Tortillas
65,23,5.0,Brownies
